id,weighted_cosine,fc_sim,bn_sim,logit_corr,agreement,noise_logit,loss_corr
188,0.39150208,0.05554396,0.40748894,0.86988175,0.7958984375,0.72041667,0.36237229792726505
189,0.31641936,-0.13444793,0.36537236,0.7319983,0.68505859375,0.5694587,0.3754206865233276
190,0.51610655,0.36383182,0.46338487,0.8062327,0.7607421875,0.29302666,0.284671404835827
191,0.5419946,0.43109944,0.40583652,0.8781402,0.806640625,0.46058568,0.40149472984035833
192,0.53977317,0.42629847,0.40664488,0.8789126,0.7958984375,0.7431966,0.37986403221710635
193,0.68673277,0.43325356,0.6790949,0.7813131,0.7529296875,0.6704733,0.3887206366372762
194,0.3549343,0.0009557009,0.34793505,0.80177623,0.58740234375,0.7152081,0.3399580162207622
195,0.9984752,0.9998952,0.9999008,0.9973535,0.962890625,0.9954516,0.9458226555113274
196,0.35059077,-0.0415847,0.3583494,0.68576515,0.62109375,0.54828036,0.32238510899163875
197,0.34009004,0.022388726,0.24536204,0.7074119,0.45361328125,0.68835837,0.2146959267499733
198,0.9946034,0.9999999,0.99977416,0.99532163,0.95751953125,0.9959822,0.8902524203466637
199,0.548736,0.44896758,0.42235264,0.8801113,0.7958984375,0.6593815,0.34714731586099384
200,0.54043144,0.42354566,0.4191471,0.87758535,0.7890625,0.5387166,0.3902875069780766
201,0.35795248,0.046270013,0.29272085,0.7776829,0.5595703125,0.7064496,0.3011438629265585
202,0.27259383,-0.10859659,0.19888979,0.53285515,0.412109375,0.5748667,0.22774884298307965
203,0.98155105,0.9696804,0.9985436,0.95622385,0.93212890625,0.9481439,0.8746065303704219
204,0.24708746,-0.15405801,0.18482745,0.59182614,0.28564453125,0.6291484,0.14908532842555708
205,0.99323,0.99482584,0.9950823,0.9551392,0.83447265625,0.7838703,0.5707425154320088
206,0.35359305,0.0052732825,0.35947275,0.7692823,0.56494140625,0.67308885,0.3049728528942843
207,0.53015465,0.40121186,0.37546355,0.8689104,0.8017578125,0.4714107,0.37636626233332554
208,0.54299146,0.43603787,0.34539828,0.86669403,0.7646484375,0.41453332,0.2577607987490272
209,0.42192274,0.12913385,0.34542507,0.8460081,0.7890625,0.7167981,0.4405310281647438
210,0.89127874,0.7529161,0.9825669,0.9323832,0.8271484375,0.8082131,0.5934460444550814
211,0.28359234,-0.05795923,0.15117443,0.4891494,0.330078125,0.2551083,0.19815151248425325
212,0.35556906,0.029652685,0.31550807,0.7526517,0.552734375,0.64579237,0.31599085578977104
213,0.54783094,0.4467783,0.40752542,0.8802078,0.794921875,0.66963,0.3658022027567261
214,0.3211369,-0.067938626,0.27217692,0.4495237,0.36474609375,0.3739184,0.2111859711979839
215,0.8060448,0.65723056,0.76714945,0.8270513,0.76416015625,0.6069153,0.41394298785597267
